Commodity,Market,Variety,Max_Price,Avg_Price,Min_Price,Last_Updated,Trend,Extra,Fetch_Date
French Beans (Frasbean),Vantamamidi,French Beans (Frasbean),3000,3000,3000,03 Nov 2025,,For Free Price Alerts,2025-11-04
Capsicum,Vantamamidi,Capsicum,2000,2000,2000,25 Oct 2025,,For Free Price Alerts,2025-11-04
Sweet Potato,Vantamamidi,Hosur Green,1000,1000,1000,24 Feb 2025,,For Free Price Alerts,2025-11-04
Groundnut pods (raw),Vantamamidi,Groundnut pods (raw),3200,2850,2500,03 Nov 2025,,For Free Price Alerts,2025-11-04
Onion Green,Vantamamidi,Onion Green,2000,2000,2000,14 Oct 2025,,For Free Price Alerts,2025-11-04
Field Pea,Vantamamidi,Field Pea,3000,2500,2000,03 Nov 2025,,For Free Price Alerts,2025-11-04
Cucumbar(Kheera),Vantamamidi,Cucumbar,800,650,500,03 Nov 2025,,For Free Price Alerts,2025-11-04
Brinjal,Vantamamidi,Arkasheela Mattigulla,2000,2000,2000,03 Nov 2025,,For Free Price Alerts,2025-11-04
Bottle gourd,Vantamamidi,Bottle Gourd,1000,750,500,03 Nov 2025,,For Free Price Alerts,2025-11-04
Bitter gourd,Vantamamidi,Bitter Gourd,3500,2750,2000,03 Nov 2025,,For Free Price Alerts,2025-11-04
Bhindi(Ladies Finger),Vantamamidi,Bhindi,3000,2500,2000,03 Nov 2025,,For Free Price Alerts,2025-11-04
Beetroot,Vantamamidi,Beetroot,2000,2000,2000,17 Feb 2025,,For Free Price Alerts,2025-11-04
Tomato,Vantamamidi,Local,1500,1250,1000,03 Nov 2025,,For Free Price Alerts,2025-11-04
Pumpkin,Vantamamidi,Other,1000,1000,1000,03 Nov 2025,,For Free Price Alerts,2025-11-04
